Date,Close
11/12/2012,138.27
11/13/2012,137.79
11/14/2012,135.93
11/15/2012,135.7
11/16/2012,136.37
11/19/2012,139.13
11/20/2012,139.19
11/21/2012,139.45
11/23/2012,141.35
11/26/2012,141.05
11/27/2012,140.33
11/28/2012,141.46
11/29/2012,142.12
11/30/2012,142.15
12/3/2012,141.45
12/4/2012,141.25
12/5/2012,141.5
12/6/2012,141.98
12/7/2012,142.41
12/10/2012,142.47
12/11/2012,143.44
12/12/2012,143.51
12/13/2012,142.63
12/14/2012,142.1
12/17/2012,143.77
12/18/2012,145.37
12/19/2012,144.29
12/20/2012,145.12
12/21/2012,142.79
12/24/2012,142.35
12/26/2012,141.75
12/27/2012,141.56
12/28/2012,140.03
12/31/2012,142.41
1/2/2013,146.06
1/3/2013,145.73
1/4/2013,146.37
1/7/2013,145.97
1/8/2013,145.55
1/9/2013,145.92
1/10/2013,147.08
1/11/2013,147.07
1/14/2013,146.97
1/15/2013,147.07
1/16/2013,147.05
1/17/2013,148
1/18/2013,148.33
1/22/2013,149.13
1/23/2013,149.37
1/24/2013,149.41
1/25/2013,150.25
1/28/2013,150.07
1/29/2013,150.66
1/30/2013,150.07
1/31/2013,149.7
2/1/2013,151.24
2/4/2013,149.54
2/5/2013,151.05
2/6/2013,151.16
2/7/2013,150.96
2/8/2013,151.8
2/11/2013,151.77
2/12/2013,152.02
2/13/2013,152.15
2/14/2013,152.29
2/15/2013,152.11
2/19/2013,153.25
2/20/2013,151.34
2/21/2013,150.42
2/22/2013,151.89
2/25/2013,149
2/26/2013,150.02
2/27/2013,151.91
2/28/2013,151.61
3/1/2013,152.11
3/4/2013,152.92
3/5/2013,154.29
3/6/2013,154.5
3/7/2013,154.78
3/8/2013,155.44
3/11/2013,156.03
3/12/2013,155.68
3/13/2013,155.9
3/14/2013,156.73
3/15/2013,155.83
3/18/2013,154.97
3/19/2013,154.61
3/20/2013,155.69
3/21/2013,154.36
3/22/2013,155.6
3/25/2013,154.95
3/26/2013,156.19
3/27/2013,156.19
3/28/2013,156.67
4/1/2013,156.05
4/2/2013,156.82
4/3/2013,155.23
4/4/2013,155.86
4/5/2013,155.16
4/8/2013,156.21
4/9/2013,156.75
4/10/2013,158.67
4/11/2013,159.19
4/12/2013,158.8
4/15/2013,155.12
4/16/2013,157.41
4/17/2013,155.11
4/18/2013,154.14
4/19/2013,155.48
4/22/2013,156.17
4/23/2013,157.78
4/24/2013,157.88
4/25/2013,158.52
4/26/2013,158.24
4/29/2013,159.3
4/30/2013,159.68
5/1/2013,158.28
5/2/2013,159.75
5/3/2013,161.37
5/6/2013,161.78
5/7/2013,162.6
5/8/2013,163.34
5/9/2013,162.88
5/10/2013,163.41
5/13/2013,163.54
5/14/2013,165.23
5/15/2013,166.12
5/16/2013,165.34
5/17/2013,166.94
5/20/2013,166.93
5/21/2013,167.17
5/22/2013,165.93
5/23/2013,165.45
5/24/2013,165.31
5/28/2013,166.3
5/29/2013,165.22
5/30/2013,165.83
5/31/2013,163.45
6/3/2013,164.35
6/4/2013,163.56
6/5/2013,161.27
6/6/2013,162.73
6/7/2013,164.8
6/10/2013,164.8
6/11/2013,163.1
6/12/2013,161.75
6/13/2013,164.21
6/14/2013,163.18
6/17/2013,164.44
6/18/2013,165.74
6/19/2013,163.45
6/20/2013,159.4
6/21/2013,159.07
6/24/2013,157.06
6/25/2013,158.57
6/26/2013,160.14
6/27/2013,161.08
6/28/2013,160.42
7/1/2013,161.36
7/2/2013,161.21
7/3/2013,161.28
7/5/2013,163.02
7/8/2013,163.95
7/9/2013,165.13
7/10/2013,165.19
7/11/2013,167.44
7/12/2013,167.51
7/15/2013,168.15
7/16/2013,167.52
7/17/2013,167.95
7/18/2013,168.87
7/19/2013,169.17
7/22/2013,169.5
7/23/2013,169.14
7/24/2013,168.52
7/25/2013,168.93
7/26/2013,169.11
7/29/2013,168.59
7/30/2013,168.59
7/31/2013,168.71
8/1/2013,170.66
8/2/2013,170.95
8/5/2013,170.7
8/6/2013,169.73
8/7/2013,169.18
8/8/2013,169.8
8/9/2013,169.31
8/12/2013,169.11
8/13/2013,169.61
8/14/2013,168.74
8/15/2013,166.38
8/16/2013,165.83
8/19/2013,164.77
8/20/2013,165.58
8/21/2013,164.56
8/22/2013,166.06
8/23/2013,166.62
8/26/2013,166
8/27/2013,163.33
